0,UC Merced,Sac State,Fri Nov 18,,0,Coastal Carolina,78,USC Upstate,79,20221118,-4.5,,,,,,,,Xavier,1,1
1,Lamar,Lindenwood,Fri Nov 18,,1,Troy,76,St. Thomas (MN),78,20221118,-5,,,,,,,,Yale,1,1
1,Howard,Wyoming,Fri Nov 18,,1,Charlotte,68,Tulsa,65,20221118,-2.5,,,,,,,,St. Thomas,1,2
1,Kennesaw St,SE Louisiana,Fri Nov 18,,0,Morehead State,43,Vanderbilt,76,20221118,12.5,,,,,,,,,,
0,Albertus Magnus College,Quinnipiac,Fri Nov 18,,0,Fairfield,52,Wagner,68,20221118,-2,,,,,,,,,,
1,Georgetown,Loyola Mymt,Fri Nov 18,,0,Penn,58,West Virginia,92,20221118,17,,,,,,,,,,
1,Temple,Rutgers,Fri Nov 18,,0,Gardner-Webb,58,Wofford,60,20221118,3,,,,,,,,,,
0,VA Military,Longwood,Fri Nov 18,,1,Boston College,71,George Mason,56,20221118,3,,,,,,,,,,
0,Colorado St,Col Charlestn,Fri Nov 18,,1,Western Michigan,90,Houston Christian,84,20221118,-7.5,,,,,,,,,,
0,W Carolina,McNeese St,Fri Nov 18,,0,Villanova,71,Michigan State,73,20221118,6.5,,,,,,,,,,
1,Tarleton State,Belmont,Fri Nov 18,,0,UCSB,54,Northern Arizona,63,20221118,-9,,,,,,,,,,
0,Indiana,Xavier,Fri Nov 18,,0,South Alabama,60,Oklahoma,64,20221118,11,,,,,,,,,,
1,Colgate,Duquesne,Fri Nov 18,,0,Loras,55,Southern Indiana,87,20221118,NL,,,,,,,,,,
0,E Kentucky,Georgia St,Fri Nov 18,,0,Nevada,62,UT Arlington,43,20221118,-5,,,,,,,,,,
0,Arcadia,Drexel,Fri Nov 18,,1,UNC Asheville,72,Texas A&M-Commerce,64,20221118,-8.5,,,,,,,,,,
0,Gard-Webb,Wofford,Fri Nov 18,,0,Southern,74,California,66,20221118,4,,,,,,,,,,
1,Troy,St. Thomas,Fri Nov 18,,0,Arkansas State,60,UC-Davis,75,20221118,8.5,,,,,,,,,,
0,Fairfield,Wagner,Fri Nov 18,,0,Santa Clara,69,DePaul,61,20221118,NL,,,,,,,,,,
0,Maryland ES,Geo Wshgtn,Fri Nov 18,,0,Grambling,48,Grand Canyon,81,20221118,13.5,,,,,,,,,,
0,S Mississippi,Liberty,Fri Nov 18,,0,Denver,70,Idaho State,69,20221118,3.5,,,,,,,,,,
0,GA Southern,Rice,Fri Nov 18,,1,Boise State,70,Loyola (IL),48,20221118,1.5,,,,,,,,,,
1,Utah Val St,Morgan St,Fri Nov 18,,0,Merrimack,51,Montana,62,20221118,10.5,,,,,,,,,,
0,UC San Diego,Navy,Fri Nov 18,,0,High Point,68,UNLV,78,20221118,12,,,,,,,,,,
1,Central FL,Oklahoma St,Fri Nov 18,,0,Mount St. Mary's,74,USC,83,20221118,16,,,,,,,,,,
0,Ark Pine Bl,Cleveland St,Fri Nov 18,,0,Cal Poly,43,Stanford,80,20221118,14.5,,,,,,,,,,
0,Campbell,App State,Fri Nov 18,,0,Purdue-Fort Wayne,52,Northwestern,60,20221118,11.5,,,,,,,,,,
0,Lipscomb,Notre Dame,Fri Nov 18,,0,Robert Morris,51,Dayton,60,20221119,20.5,,,,,,,,,,
0,Delaware,Duke,Fri Nov 18,,0,Fresno State,52,North Texas,61,20221119,6.5,,,,,,,,,,
0,Morehead St,Vanderbilt,Fri Nov 18,,1,Central Connecticut,50,Lafayette,55,20221119,3.5,,,,,,,,,,
0,Bucknell,Georgia,Fri Nov 18,,0,Bryant,91,Florida International,85,20221119,-4.5,,,,,,,,,,
0,U Penn,W Virginia,Fri Nov 18,,0,North Carolina A&T,64,Gardner-Webb,66,20221119,NL,,,,,,,,,,
1,Virginia,Baylor,Fri Nov 18,,0,Coppin State,67,Marshall,86,20221119,11.5,,,,,,,,,,
0,Bellarmine,Clemson,Fri Nov 18,,0,Winthrop,68,Mercer,77,20221119,3.5,,,,,,,,,,
0,Mount St. Vincent,Manhattan,Fri Nov 18,,0,Elon,63,NC State,74,20221119,25.5,,,,,,,,,,
0,Columbia,Maine,Fri Nov 18,,0,Northeastern,48,Syracuse,76,20221119,15,,,,,,,,,,
0,Ithaca College,Cornell,Fri Nov 18,,0,Army,67,William & Mary,76,20221119,-1.5,,,,,,,,,,
1,Charlotte,Tulsa,Fri Nov 18,,0,Middle Tennessee,51,Missouri State,75,20221119,2,,,,,,,,,,
1,SIU Edward,F Dickinson,Fri Nov 18,,0,Western Michigan,88,Rice,96,20221119,4.5,,,,,,,,,,
0,Warner Pacific,Montana St,Fri Nov 18,,0,Portland State,79,Oregon State,66,20221119,7.5,,,,,,,,,,
0,TN Martin,Mississippi,Fri Nov 18,,0,Rider,85,Central Arkansas,90,20221119,NL,,,,,,,,,,
0,Coastal Car,SC Upstate,Fri Nov 18,,0,Franklin,45,IUPUI,59,20221119,NL,,,,,,,,,,
1,Vermont,Iona,Fri Nov 18,,1,Niagara,66,Stetson,62,20221119,3,,,,,,,,,,
1,S Carolina,Davidson,Fri Nov 18,,0,Saint Louis,67,Maryland,95,20221119,NL,,,,,,,,,,
0,N Alabama,Miss Val St,Fri Nov 18,,0,Indiana-South Bend,72,Ball State,86,20221119,NL,,,,,,,,,,
0,Loras,S Indiana,Fri Nov 18,,0,Sacred Heart,75,Binghamton,60,20221119,4.5,,,,,,,,,,
0,Nevada,TX-Arlington,Fri Nov 18,,0,Houghton,32,Hartford,98,20221119,NL,,,,,,,,,,
0,W Michigan,Hsn Christian,Fri Nov 18,,0,Chicago State,59,Kent State,88,20221119,20.5,,,,,,,,,,
0,TX Southern,Auburn,Fri Nov 18,,0,Lindenwood,78,McNeese State,60,20221119,7,,,,,,,,,,
0,Florida,Florida St,Fri Nov 18,,0,Bowling Green State,68,St. Bonaventure,81,20221119,7.5,,,,,,,,,,
0,Villanova,Michigan St,Fri Nov 18,,0,St. Peter's,58,St. Francis (NY),61,20221119,-4,,,,,,,,,,
0,S Alabama,Oklahoma,Fri Nov 18,,0,Texas A&M-Commerce,53,Georgia State,57,20221119,9.5,,,,,,,,,,
0,S Utah,Kansas,Fri Nov 18,,1,Buffalo,59,Howard,63,20221119,-4.5,,,,,,,,,,
0,IPFW,Northwestern,Fri Nov 18,,0,Western Carolina,98,Lamar,91,20221119,NL,,,,,,,,,,
1,Boston Col,Geo Mason,Fri Nov 18,,0,Eastern Michigan,90,Oakland,92,20221119,4,,,,,,,,,,
0,UCSB,N Arizona,Fri Nov 18,,0,Evansville,47,SMU,55,20221119,12.5,,,,,,,,,,
0,NC-Wilmgton,Connecticut,Fri Nov 18,,0,Southeast Missouri State,60,Bradley,73,20221119,12.5,,,,,,,,,,
1,TX A&M-Com,NC-Asheville,Fri Nov 18,,0,Campbell,69,Southeastern Louisiana,70,20221119,NL,,,,,,,,,,
0,Denver,Idaho State,Fri Nov 18,,0,Covenant,55,Chattanooga,108,20221119,NL,,,,,,,,,,
0,Jksnville St,Alabama,Fri Nov 18,,0,American,58,NJIT,53,20221119,3.5,,,,,,,,,,
0,Arkansas St,UC Davis,Fri Nov 18,,0,San Jose State,80,Northern Colorado,69,20221119,5,,,,,,,,,,
0,Southern,California,Fri Nov 18,,0,Miami (FL),74,Providence,64,20221119,NL,,,,,,,,,,
0,Grambling St,Grd Canyon,Fri Nov 18,,0,Eastern Kentucky,77,UNC Asheville,75,20221119,NL,,,,,,,,,,
1,Illinois,UCLA,Fri Nov 18,,0,UIC,65,Fordham,79,20221119,7.5,,,,,,,,,,
1,DePaul,Santa Clara,Fri Nov 18,,1,Belmont,66,George Mason,62,20221119,3,,,,,,,,,,
0,Merrimack,Montana,Fri Nov 18,,0,Hawaii Pacific,55,Hawaii,79,20221119,NL,,,,,,,,,,
1,Boise State,Loyola-Chi,Fri Nov 18,,0,Utah Tech,81,Idaho,71,20221119,-4,,,,,,,,,,
0,High Point,UNLV,Fri Nov 18,,0,Fairleigh Dickinson,83,Longwood,99,20221119,11.5,,,,,,,,,,
0,CS Fullerton,Pacific,Fri Nov 18,,0,Emerson,53,UMass-Lowell,105,20221119,NL,,,,,,,,,,
0,Mt St Marys,USC,Fri Nov 18,,0,South Carolina State,66,North Florida,72,20221119,16.5,,,,,,,,,,
0,Cal Poly,Stanford,Fri Nov 18,,0,Youngstown State,73,UC-San Diego,54,20221119,NL,,,,,,,,,,
1,Central Ark,Rider,Sat Nov 19,,0,Detroit,55,Florida Atlantic,76,20221119,10.5,,,,,,,,,,
1,Lamar,W Carolina,Sat Nov 19,,0,Kennesaw State,71,Appalachian State,67,20221119,3,,,,,,,,,,
0,Franklin College,IUPUI,Sat Nov 19,,0,The Citadel,42,Butler,89,20221119,17.5,,,,,,,,,,
1,Lafayette,Central Conn,Sat Nov 19,,0,Occidental,30,UC-Riverside,106,20221119,NL,,,,,,,,,,
1,Niagara,Stetson,Sat Nov 19,,1,Stonehill,81,Holy Cross,79,20221119,2,,,,,,,,,,
0,Elon,NC State,Sat Nov 19,,0,St. Katherine,55,Long Beach State,84,20221119,NL,,,,,,,,,,
0,Rob Morris,Dayton,Sat Nov 19,,0,Princeton,62,Marist,55,20221119,-6.5,,,,,,,,,,
1,Saint Louis,Maryland,Sat Nov 19,,1,St. Thomas (MN),72,Merrimack,61,20221119,-5,,,,,,,,,,
0,Winthrop,Mercer,Sat Nov 19,,0,Stephen F. Austin,93,South Dakota State,82,20221119,7.5,,,,,,,,,,
0,Houghton,Hartford,Sat Nov 19,,0,SIU-Edwardsville,93,VMI,67,20221119,NL,,,,,,,,,,
0,Bowling Grn,St Bonavent,Sat Nov 19,,0,Georgia Southern,84,Houston Christian,77,20221119,-4.5,,,,,,,,,,
0,Chicago St,Kent State,Sat Nov 19,,0,Oklahoma Baptist,86,Oral Roberts,98,20221119,NL,,,,,,,,,,
0,St Peters,St Fran (NY),Sat Nov 19,,0,UC-Irvine,55,Pepperdine,64,20221119,3,,,,,,,,,,
0,Sacred Hrt,Binghamton,Sat Nov 19,,0,Seattle,80,Portland,68,20221119,3.5,,,,,,,,,,
0,Covenant,Chattanooga,Sat Nov 19,,0,Hofstra,48,Saint Mary's,76,20221119,14,,,,,,,,,,
0,IU-SouthBend,Ball State,Sat Nov 19,,0,Incarnate Word,64,Valparaiso,68,20221119,17,,,,,,,,,,
0,Lindenwood,McNeese St,Sat Nov 19,,0,Nicholls State,73,BYU,87,20221119,14,,,,,,,,,,
0,TX A&M-Com,Georgia St,Sat Nov 19,,0,Troy,73,Montana,62,20221119,2,,,,,,,,,,
0,Evansville,S Methodist,Sat Nov 19,,0,James Madison,64,UNC,80,20221120,12.5,,,,,,,,,,
0,Middle Tenn,Missouri St,Sat Nov 19,,0,Kentucky,72,Gonzaga,88,20221120,4,,,,,,,,,,
0,E Michigan,Oakland,Sat Nov 19,,0,Houston,66,Oregon,56,20221120,-7,,,,,,,,,,
1,Howard,Buffalo,Sat Nov 19,,0,UCLA,75,Baylor,80,20221120,NL,,,,,,,,,,
0,Army,Wm & Mary,Sat Nov 19,,1,Miami (OH),56,Indiana,86,20221120,28,,,,,,,,,,
1,SE Louisiana,Campbell,Sat Nov 19,,0,Illinois,61,Virginia,70,20221120,NL,,,,,,,,,,
0,SE Missouri,Bradley,Sat Nov 19,,0,Ohio,66,Michigan,70,20221120,15,,,,,,,,,,
1,Miami (FL),Providence,Sat Nov 19,,1,Texas A&M,67,Loyola (IL),51,20221120,-5.5,,,,,,,,,,
0,San Jose St,N Colorado,Sat Nov 19,,0,Delaware State,60,UConn,95,20221120,33,,,,,,,,,,
0,American,NJIT,Sat Nov 19,,0,Fredonia State,52,Canisius,98,20221120,NL,,,,,,,,,,
1,Gard-Webb,NC A&T,Sat Nov 19,,0,John Jay,55,Yale,112,20221120,NL,,,,,,,,,,
0,F Dickinson,Longwood,Sat Nov 19,,0,Lindenwood,88,Western Carolina,90,20221120,NL,,,,,,,,,,
1,Hawaii Pacific,Hawaii,Sat Nov 19,,0,Mississippi Valley State,62,Missouri,83,20221120,33.5,,,,,,,,,,
0,Utah Tech,Idaho,Sat Nov 19,,1,Furman,79,South Carolina,60,20221120,-7,,,,,,,,,,
0,IL-Chicago,Fordham,Sat Nov 19,,1,Murray State,77,Tulsa,60,20221120,-3.5,,,,,,,,,,
0,Emerson,Mass Lowell,Sat Nov 19,,0,Kennesaw State,61,Campbell,85,20221120,NL,,,,,,,,,,
0,S Car State,N Florida,Sat Nov 19,,1,La Salle,62,Georgetown,69,20221120,4,,,,,,,,,,
0,Northeastrn,Syracuse,Sat Nov 19,,1,UMass,60,Charlotte,54,20221120,1.5,,,,,,,,,,
1,E Kentucky,NC-Asheville,Sat Nov 19,,0,SUNY-Maritime,44,Columbia,96,20221120,NL,,,,,,,,,,
1,Belmont,Geo Mason,Sat Nov 19,,1,Old Dominion,61,Davidson,66,20221120,3.5,,,,,,,,,,
0,Fresno St,North Texas,Sat Nov 19,,1,Western Michigan,57,Georgia Southern,63,20221120,-1.5,,,,,,,,,,
0,Detroit,Fla Atlantic,Sat Nov 19,,0,Miami (FL),70,Maryland,88,20221120,NL,,,,,,,,,,
1,Youngs St,UC San Diego,Sat Nov 19,,0,Central Connecticut,76,UMBC,78,20221120,6,,,,,,,,,,
0,W Michigan,Rice,Sat Nov 19,,0,Boston University,64,New Hampshire,57,20221120,-6,,,,,,,,,,
1,Alab A&M,Norfolk St,Sat Nov 19,,0,Southeastern Louisiana,74,Appalachian State,83,20221120,7.5,,,,,,,,,,
1,Merrimack,St. Thomas,Sat Nov 19,,0,Radford,90,Army,75,20221120,NL,,,,,,,,,,
0,Coppin State,Marshall,Sat Nov 19,,1,Texas A&M-Commerce,75,Eastern Kentucky,61,20221120,7,,,,,,,,,,
0,Citadel,Butler,Sat Nov 19,,0,Siena,59,Harvard,69,20221120,3.5,,,,,,,,,,
0,St. Katherine,Lg Beach St,Sat Nov 19,,0,Voorhees,61,Jacksonville,91,20221120,NL,,,,,,,,,,
0,Kennesaw St,App State,Sat Nov 19,,1,Wake Forest,75,Loyola Marymount,77,20221120,-6,,,,,,,,,,
0,Occidental,UC Riverside,Sat Nov 19,,0,Montana State,81,North Dakota,71,20221120,-10,,,,,,,,,,
0,Bryant,Florida Intl,Sat Nov 19,,0,Crown (MN),55,North Dakota State,76,20221120,NL,,,,,,,,,,
0,Ste F Austin,S Dakota St,Sat Nov 19,,0,Alabama State,54,Pitt,73,20221120,20,,,,,,,,,,
0,Princeton,Marist,Sat Nov 19,,0,Virginia Tech,75,College of Charleston,77,20221120,-6,,,,,,,,,,
1,VA Military,SIU Edward,Sat Nov 19,,0,UNC Asheville,68,Georgia State,74,20221120,-1.5,,,,,,,,,,
1,Stonehill,Holy Cross,Sat Nov 19,,0,Lamar,57,McNeese State,66,20221120,7.5,,,,,,,,,,
0,Incar Word,Valparaiso,Sat Nov 19,,0,Arkansas-Pine Bluff,58,Nebraska,82,20221120,18.5,,,,,,,,,,
0,Seattle,Portland,Sat Nov 19,,0,Montreat,70,North Carolina Central,86,20221120,NL,,,,,,,,,,
0,UC Irvine,Pepperdine,Sat Nov 19,,0,Providence,73,Saint Louis,76,20221120,NL,,,,,,,,,,
0,GA Southern,Hsn Christian,Sat Nov 19,,0,Texas Southern,63,Samford,78,20221120,9,,,,,,,,,,
0,Oklahoma Baptist,Oral Roberts,Sat Nov 19,,0,Wagner,44,Seton Hall,82,20221120,19,,,,,,,,,,
0,Hofstra,St Marys,Sat Nov 19,,0,Prairie View,79,UT-Martin,80,20221120,4,,,,,,,,,,
0,Nicholls St,BYU,Sat Nov 19,,1,VMI,89,Fairleigh Dickinson,93,20221120,5,,,,,,,,,,
0,Troy,Montana,Sat Nov 19,,0,SIU-Edwardsville,61,Longwood,56,20221120,10,,,,,,,,,,
0,Portland St,Oregon St,Sat Nov 19,,0,Youngstown State,67,Navy,80,20221120,-3,,,,,,,,,,
1,Murray St,Tulsa,Sun Nov 20,,0,DePaul,78,Oklahoma State,82,20221120,NL,,,,,,,,,,
1,Furman,S Carolina,Sun Nov 20,,0,ETSU,62,Tennessee Tech,69,20221120,-7.5,,,,,,,,,,
1,Lindenwood,W Carolina,Sun Nov 20,,0,VCU,47,Memphis,62,20221120,10.5,,,,,,,,,,
1,Kennesaw St,Campbell,Sun Nov 20,,1,Queens (NC),74,Morgan State,64,20221120,-3,,,,,,,,,,
0,James Mad,N Carolina,Sun Nov 20,,0,North Carolina A&T,64,Wofford,78,20221120,10,,,,,,,,,,
1,La Salle,Georgetown,Sun Nov 20,,1,Drake,61,Wyoming,56,20221120,-5,,,,,,,,,,
1,GA Southern,W Michigan,Sun Nov 20,,1,Penn State,68,Colorado State,56,20221120,-5,,,,,,,,,,
0,Central Conn,Maryland BC,Sun Nov 20,,0,Milwaukee,53,Iowa State,68,20221120,23.5,,,,,,,,,,
1,E Kentucky,TX A&M-Com,Sun Nov 20,,0,Jackson State,91,Little Rock,94,20221120,2,,,,,,,,,,
0,SUNY-Maritime,Columbia,Sun Nov 20,,1,Colorado,55,Boise State,68,20221120,-2,,,,,,,,,,
0,Boston U,N Hampshire,Sun Nov 20,,0,Santa Clara,50,UCF,57,20221120,NL,,,,,,,,,,
1,U Mass,Charlotte,Sun Nov 20,,1,Tarleton State,70,Boston College,54,20221120,3.5,,,,,,,,,,
1,Old Dominion,Davidson,Sun Nov 20,,0,Mount St. Mary's,73,Cal Poly,68,20221120,2.5,,,,,,,,,,
1,Miami (FL),Maryland,Sun Nov 20,,0,Bellarmine,57,Duke,74,20221121,24,,,,,,,,,,
0,SIU Edward,Longwood,Sun Nov 20,,1,Louisville,54,Arkansas,80,20221121,15,,,,,,,,,,
0,John Jay College,Yale,Sun Nov 20,,1,Texas Tech,65,Creighton,76,20221121,3,,,,,,,,,,
0,Montana St,North Dakota,Sun Nov 20,,0,Texas,73,Northern Arizona,48,20221121,NL,,,,,,,,,,
1,Army,Radford,Sun Nov 20,,1,Cincinnati,93,Arizona,101,20221121,10.5,,,,,,,,,,
0,Siena,Harvard,Sun Nov 20,,1,Ohio State,77,San Diego State,88,20221121,4.5,,,,,,,,,,
0,Alabama St,Pittsburgh,Sun Nov 20,,0,Mercer,72,Florida State,81,20221121,7,,,,,,,,,,
0,Crown College,N Dakota St,Sun Nov 20,,0,Chicago State,70,Marshall,82,20221121,21,,,,,,,,,,
0,Youngs St,Navy,Sun Nov 20,,0,UIC,77,Stonehill,71,20221121,NL,,,,,,,,,,
0,Voorhees,Jacksonville,Sun Nov 20,,1,Illinois State,61,LSU,77,20221121,12.5,,,,,,,,,,
0,Lamar,McNeese St,Sun Nov 20,,0,Kansas City,83,Toledo,71,20221121,NL,,,,,,,,,,
0,SE Louisiana,App State,Sun Nov 20,,0,Austin Peay,74,Albany (NY),59,20221121,-2.5,,,,,,,,,,
1,Wake Forest,Loyola Mymt,Sun Nov 20,,0,Bryant,98,Detroit,88,20221121,NL,,,,,,,,,,
0,TX Southern,Samford,Sun Nov 20,,1,Northern Iowa,69,San Francisco,75,20221121,6.5,,,,,,,,,,
0,Prairie View,TN Martin,Sun Nov 20,,1,Akron,72,Western Kentucky,53,20221121,3,,,,,,,,,,
0,Wagner,Seton Hall,Sun Nov 20,,0,Indiana State,79,East Carolina,75,20221121,NL,,,,,,,,,,
1,Illinois,Virginia,Sun Nov 20,,0,Saint Mary-of-the-Woods College,40,Eastern Illinois,102,20221121,NL,,,,,,,,,,
0,Montreat,NC Central,Sun Nov 20,,1,Buffalo,82,George Mason,74,20221121,6.5,,,,,,,,,,
0,NC-Asheville,Georgia St,Sun Nov 20,,0,Bucknell,66,Presbyterian,65,20221121,-6,,,,,,,,,,
0,Ark Pine Bl,Nebraska,Sun Nov 20,,1,Howard,73,Belmont,96,20221121,8,,,,,,,,,,
1,F Dickinson,VA Military,Sun Nov 20,,1,Cal State Northridge,73,Tennessee State,74,20221121,4,,,,,,,,,,
0,VA Tech,Col Charlestn,Sun Nov 20,,1,Grand Canyon,43,Wichita State,55,20221121,0,,,,,,,,,,
1,Providence,Saint Louis,Sun Nov 20,,1,Wyoming,48,Boston College,59,20221121,-2.5,,,,,,,,,,
0,E Tenn St,TN Tech,Sun Nov 20,,1,Central Michigan,67,High Point,68,20221121,4.5,,,,,,,,,,
1,Texas A&M,Loyola-Chi,Sun Nov 20,,0,UT Arlington,38,Drexel,59,20221121,NL,,,,,,,,,,
1,DePaul,Oklahoma St,Sun Nov 20,,1,Nevada,75,Tulane,66,20221121,3,,,,,,,,,,
0,NC A&T,Wofford,Sun Nov 20,,0,Utah,68,Georgia Tech,64,20221121,NL,,,,,,,,,,
0,Delaware St,Connecticut,Sun Nov 20,,1,UAB,80,South Florida,65,20221121,-16,,,,,,,,,,
0,VCU,Memphis,Sun Nov 20,,0,Western Illinois,77,Texas-Rio Grande Valley,78,20221121,-2.5,,,,,,,,,,
1,Queens,Morgan St,Sun Nov 20,,1,Abilene Christian,61,Wright State,77,20221121,12.5,,,,,,,,,,
1,Indiana,Miami (OH),Sun Nov 20,,0,Bethune-Cookman,63,Charleston Southern,78,20221121,1.5,,,,,,,,,,
1,UCLA,Baylor,Sun Nov 20,,0,Loyola (MD),41,Clemson,72,20221121,15,,,,,,,,,,
1,Drake,Wyoming,Sun Nov 20,,0,Monmouth,66,Colgate,85,20221121,18,,,,,,,,,,
0,Fredonia St.,Canisius,Sun Nov 20,,0,North Florida,82,Duquesne,83,20221121,9,,,,,,,,,,
0,WI-Milwkee,Iowa State,Sun Nov 20,,0,Albany State (GA),65,Florida A&M,70,20221121,NL,,,,,,,,,,
1,Penn State,Colorado St,Sun Nov 20,,0,Florida Gulf Coast,82,Northern Kentucky,61,20221121,NL,,,,,,,,,,
1,Colorado,Boise State,Sun Nov 20,,0,Holy Cross,53,Fordham,67,20221121,12.5,,,,,,,,,,
1,Santa Clara,Central FL,Sun Nov 20,,1,Rhode Island,57,Kansas State,77,20221121,11,,,,,,,,,,
0,Miss Val St,Missouri,Sun Nov 20,,0,Louisiana-Monroe,58,Louisiana Tech,79,20221121,11.5,,,,,,,,,,
0,Ohio,Michigan,Sun Nov 20,,0,Mount Olive,47,UNC Wilmington,94,20221121,NL,,,,,,,,,,
0,Jackson St,AR Lit Rock,Sun Nov 20,,1,Syracuse,74,Richmond,71,20221121,-4,,,,,,,,,,
1,Kentucky,Gonzaga,Sun Nov 20,,0,Lehigh,82,Saint Francis (PA),76,20221121,1,,,,,,,,,,
1,WI-Grn Bay,Utah Val St,Sun Nov 20,,1,Georgia,66,St. Joseph's,53,20221121,-2.5,,,,,,,,,,
1,Tarleton State,Boston Col,Sun Nov 20,,0,Omaha,64,Iowa,100,20221121,29.5,,,,,,,,,,
0,Houston,Oregon,Sun Nov 20,,0,Covenant,61,Lipscomb,86,20221121,NL,,,,,,,,,,
0,Mt St Marys,Cal Poly,Sun Nov 20,,0,Marquette,55,Mississippi State,58,20221121,NL,,,,,,,,,,
1,UMKC,Toledo,Mon Nov 21,,0,Houston Christian,67,Rice,76,20221121,12.5,,,,,,,,,,
1,Illinois St,LSU,Mon Nov 21,,1,Drake,71,Tarleton State,64,20221121,-6.5,,,,,,,,,,
1,Austin Peay,Albany,Mon Nov 21,,0,USC Upstate,56,Air Force,83,20221121,7,,,,,,,,,,
1,Detroit,Bryant,Mon Nov 21,,0,Washington State,82,Eastern Washington,56,20221121,-8,,,,,,,,,,
1,N Iowa,San Francisco,Mon Nov 21,,1,St. John's (NY),78,Temple,72,20221121,-4,,,,,,,,,,
0,Saint Mary-Of-The-Woods,E Illinois,Mon Nov 21,,1,California Baptist,61,Minnesota,62,20221121,-1.5,,,,,,,,,,
1,Buffalo,Geo Mason,Mon Nov 21,,0,Life Pacific,54,UC-Irvine,116,20221121,NL,,,,,,,,,,
1,Akron,W Kentucky,Mon Nov 21,,0,UC-Riverside,72,Weber State,65,20221121,NL,,,,,,,,,,
1,E Carolina,Indiana St,Mon Nov 21,,0,Hampton,66,UCSB,79,20221121,18,,,,,,,,,,
1,Bucknell,Presbyterian,Mon Nov 21,,0,San Diego Christian,69,San Diego,98,20221121,NL,,,,,,,,,,
1,Texas Tech,Creighton,Mon Nov 21,,0,Texas State,59,California,55,20221121,1.5,,,,,,,,,,
1,Cal St Nrdge,TN State,Mon Nov 21,,1,Creighton,90,Arkansas,87,20221122,-1.5,,,,,,,,,,
1,Wichita St,Grd Canyon,Mon Nov 21,,1,Bradley,64,Auburn,85,20221122,12.5,,,,,,,,,,
1,Howard,Belmont,Mon Nov 21,,1,San Diego State,70,Arizona,87,20221122,2.5,,,,,,,,,,
1,IL-Chicago,Stonehill,Mon Nov 21,,1,Texas Tech,70,Louisville,38,20221122,-13,,,,,,,,,,
1,Nevada,Tulane,Mon Nov 21,,0,Vermont,44,Yale,73,20221122,-1,,,,,,,,,,
1,Louisville,Arkansas,Mon Nov 21,,0,Crowley's Ridge,56,Arkansas-Pine Bluff,70,20221122,NL,,,,,,,,,,
1,Drexel,TX-Arlington,Mon Nov 21,,0,Elon,53,Jacksonville State,78,20221122,8.5,,,,,,,,,,
1,High Point,Central Mich,Mon Nov 21,,0,Southern Illinois,49,UNLV,56,20221122,NL,,,,,,,,,,
1,Wyoming,Boston Col,Mon Nov 21,,0,Grambling,49,Arizona State,80,20221122,18.5,,,,,,,,,,
1,UAB,S Florida,Mon Nov 21,,0,Oral Roberts,85,Utah State,95,20221122,10,,,,,,,,,,
0,W Illinois,TX-Pan Am,Mon Nov 21,,0,Sacramento State,71,UC-Davis,82,20221122,4,,,,,,,,,,
1,GA Tech,Utah,Mon Nov 21,,0,Bucknell,79,Austin Peay,65,20221122,NL,,,,,,,,,,
0,Mercer,Florida St,Mon Nov 21,,0,East Carolina,86,Toledo,75,20221122,NL,,,,,,,,,,
0,LA Monroe,LA Tech,Mon Nov 21,,1,Northern Iowa,67,Grand Canyon,69,20221122,4,,,,,,,,,,
0,Chicago St,Marshall,Mon Nov 21,,1,Illinois State,66,Western Kentucky,78,20221122,9.5,,,,,,,,,,
1,Syracuse,Richmond,Mon Nov 21,,1,Purdue-Fort Wayne,74,Eastern Michigan,67,20221122,-3.5,,,,,,,,,,
0,Loyola-MD,Clemson,Mon Nov 21,,0,Sam Houston State,88,Northern Illinois,54,20221122,NL,,,,,,,,,,
0,Monmouth,Colgate,Mon Nov 21,,1,LSU,73,Akron,58,20221122,-4,,,,,,,,,,
0,Holy Cross,Fordham,Mon Nov 21,,0,Northern Kentucky,56,UT Arlington,60,20221122,NL,,,,,,,,,,
0,Lehigh,St Fran (PA),Mon Nov 21,,0,NJIT,85,Sacred Heart,75,20221122,6.5,,,,,,,,,,
0,N Florida,Duquesne,Mon Nov 21,,0,South Dakota,68,LIU,58,20221122,NL,,,,,,,,,,
0,Mount Olive,NC-Wilmgton,Mon Nov 21,,1,San Francisco,67,Wichita State,63,20221122,0,,,,,,,,,,
0,Beth-Cook,Charl South,Mon Nov 21,,1,Southern Miss,77,Winthrop,52,20221122,-2,,,,,,,,,,
0,Albany State (GA),Florida A&M,Mon Nov 21,,0,Georgia,73,UAB,87,20221122,NL,,,,,,,,,,
1,N Kentucky,Fla Gulf Cst,Mon Nov 21,,0,Holy Cross,66,UIC,89,20221122,NL,,,,,,,,,,
1,Rhode Island,Kansas St,Mon Nov 21,,1,Ohio State,81,Cincinnati,53,20221122,-3.5,,,,,,,,,,
1,Wright State,Abl Christian,Mon Nov 21,,0,Canisius,70,Cornell,79,20221122,6.5,,,,,,,,,,
0,Neb Omaha,Iowa,Mon Nov 21,,0,Indiana State,61,Kansas City,63,20221122,NL,,,,,,,,,,
0,Hsn Christian,Rice,Mon Nov 21,,1,Tulane,78,Rhode Island,75,20221122,-9,,,,,,,,,,
